country,continent,year,pop,gdpPercap
Switzerland,Europe,1972,6401400,27195.11304
Switzerland,Europe,1977,6316424,26982.29052
Switzerland,Europe,1982,6468126,28397.71512
Switzerland,Europe,1987,6649942,30281.70459
Switzerland,Europe,1992,6995447,31871.5303
Switzerland,Europe,1997,7193761,32135.32301
Switzerland,Europe,2002,7361757,34480.95771
Switzerland,Europe,2007,7554661,37506.41907
Syria,Asia,1962,4834621,2193.037133
Syria,Asia,1967,5680812,1881.923632
Syria,Asia,1972,6701172,2571.423014
Syria,Asia,1977,7932503,3195.484582
Syria,Asia,1982,9410494,3761.837715
Syria,Asia,1987,11242847,3116.774285
Syria,Asia,1992,13219062,3340.542768
Syria,Asia,1997,15081016,4014.238972
Syria,Asia,2002,17155814,4090.925331
Syria,Asia,2007,19314747,4184.548089
Taiwan,Asia,1962,11918938,1822.879028
Taiwan,Asia,1967,13648692,2643.858681
Taiwan,Asia,1972,15226039,4062.523897
Taiwan,Asia,1977,16785196,5596.519826
Taiwan,Asia,1982,18501390,7426.354774
Taiwan,Asia,1987,19757799,11054.56175
Taiwan,Asia,1992,20686918,15215.6579
Taiwan,Asia,1997,21628605,20206.82098
Taiwan,Asia,2002,22454239,23235.42329
Taiwan,Asia,2007,23174294,28718.27684
Tanzania,Africa,1962,10863958,722.0038073
Tanzania,Africa,1967,12607312,848.2186575
Tanzania,Africa,1972,14706593,915.9850592
Tanzania,Africa,1977,17129565,962.4922932
Tanzania,Africa,1982,19844382,874.2426069
Tanzania,Africa,1987,23040630,831.8220794
Tanzania,Africa,1992,26605473,825.682454
Tanzania,Africa,1997,30686889,789.1862231
Tanzania,Africa,2002,34593779,899.0742111
Tanzania,Africa,2007,38139640,1107.482182
Thailand,Asia,1962,29263397,1002.199172
Thailand,Asia,1967,34024249,1295.46066
Thailand,Asia,1972,39276153,1524.358936
Thailand,Asia,1977,44148285,1961.224635
Thailand,Asia,1982,48827160,2393.219781
Thailand,Asia,1987,52910342,2982.653773
Thailand,Asia,1992,56667095,4616.896545
Thailand,Asia,1997,60216677,5852.625497
Thailand,Asia,2002,62806748,5913.187529
Thailand,Asia,2007,65068149,7458.396327
Togo,Africa,1962,1528098,1067.53481
Togo,Africa,1967,1735550,1477.59676
Togo,Africa,1972,2056351,1649.660188
Togo,Africa,1977,2308582,1532.776998
Togo,Africa,1982,2644765,1344.577953
Togo,Africa,1987,3154264,1202.201361
Togo,Africa,1992,3747553,1034.298904
Togo,Africa,1997,4320890,982.2869243
Togo,Africa,2002,4977378,886.2205765
Togo,Africa,2007,5701579,882.9699438
Trinidad and Tobago,Americas,1962,887498,4997.523971
Trinidad and Tobago,Americas,1967,960155,5621.368472
Trinidad and Tobago,Americas,1972,975199,6619.551419
Trinidad and Tobago,Americas,1977,1039009,7899.554209
Trinidad and Tobago,Americas,1982,1116479,9119.528607
Trinidad and Tobago,Americas,1987,1191336,7388.597823
Trinidad and Tobago,Americas,1992,1183669,7370.990932
Trinidad and Tobago,Americas,1997,1138101,8792.573126
Trinidad and Tobago,Americas,2002,1101832,11460.60023
Trinidad and Tobago,Americas,2007,1056608,18008.50924
Tunisia,Africa,1962,4286552,1660.30321
Tunisia,Africa,1967,4786986,1932.360167
Tunisia,Africa,1972,5303507,2753.285994
Tunisia,Africa,1977,6005061,3120.876811
Tunisia,Africa,1982,6734098,3560.233174
Tunisia,Africa,1987,7724976,3810.419296
Tunisia,Africa,1992,8523077,4332.720164
Tunisia,Africa,1997,9231669,4876.798614
Tunisia,Africa,2002,9770575,5722.895655
Tunisia,Africa,2007,10276158,7092.923025
Turkey,Europe,1962,29788695,2322.869908
Turkey,Europe,1967,33411317,2826.356387
Turkey,Europe,1972,37492953,3450.69638
Turkey,Europe,1977,42404033,4269.122326
Turkey,Europe,1982,47328791,4241.356344
Turkey,Europe,1987,52881328,5089.043686
Turkey,Europe,1992,58179144,5678.348271
Turkey,Europe,1997,63047647,6601.429915
Turkey,Europe,2002,67308928,6508.085718
Turkey,Europe,2007,71158647,8458.276384
Uganda,Africa,1962,7688797,767.2717398
Uganda,Africa,1967,8900294,908.9185217
Uganda,Africa,1972,10190285,950.735869
Uganda,Africa,1977,11457758,843.7331372
Uganda,Africa,1982,12939400,682.2662268
Uganda,Africa,1987,15283050,617.7244065
Uganda,Africa,1992,18252190,644.1707969
Uganda,Africa,1997,21210254,816.559081
Uganda,Africa,2002,24739869,927.7210018
Uganda,Africa,2007,29170398,1056.380121
United Kingdom,Europe,1962,53292000,12477.17707
United Kingdom,Europe,1967,54959000,14142.85089
United Kingdom,Europe,1972,56079000,15895.11641
United Kingdom,Europe,1977,56179000,17428.74846
United Kingdom,Europe,1982,56339704,18232.42452
United Kingdom,Europe,1987,56981620,21664.78767
United Kingdom,Europe,1992,57866349,22705.09254
United Kingdom,Europe,1997,58808266,26074.53136
United Kingdom,Europe,2002,59912431,29478.99919
United Kingdom,Europe,2007,60776238,33203.26128
United States,Americas,1962,186538000,16173.14586
United States,Americas,1967,198712000,19530.36557
United States,Americas,1972,209896000,21806.03594
United States,Americas,1977,220239000,24072.63213
United States,Americas,1982,232187835,25009.55914
United States,Americas,1987,242803533,29884.35041
United States,Americas,1992,256894189,32003.93224
United States,Americas,1997,272911760,35767.43303
United States,Americas,2002,287675526,39097.09955
United States,Americas,2007,301139947,42951.65309
Uruguay,Americas,1962,2598466,5603.357717
Uruguay,Americas,1967,2748579,5444.61962
Uruguay,Americas,1972,2829526,5703.408898
Uruguay,Americas,1977,2873520,6504.339663
Uruguay,Americas,1982,2953997,6920.223051
Uruguay,Americas,1987,3045153,7452.398969
Uruguay,Americas,1992,3149262,8137.004775
Uruguay,Americas,1997,3262838,9230.240708
Uruguay,Americas,2002,3363085,7727.002004
Uruguay,Americas,2007,3447496,10611.46299
Venezuela,Americas,1962,8143375,8422.974165
Venezuela,Americas,1967,9709552,9541.474188
Venezuela,Americas,1972,11515649,10505.25966
Venezuela,Americas,1977,13503563,13143.95095
Venezuela,Americas,1982,15620766,11152.41011
Venezuela,Americas,1987,17910182,9883.584648
Venezuela,Americas,1992,20265563,10733.92631
Venezuela,Americas,1997,22374398,10165.49518
Venezuela,Americas,2002,24287670,8605.047831
Venezuela,Americas,2007,26084662,11415.80569
Vietnam,Asia,1962,33796140,772.0491602
Vietnam,Asia,1967,39463910,637.1232887
Vietnam,Asia,1972,44655014,699.5016441
Vietnam,Asia,1977,50533506,713.5371196
Vietnam,Asia,1982,56142181,707.2357863
Vietnam,Asia,1987,62826491,820.7994449
Vietnam,Asia,1992,69940728,989.0231487
Vietnam,Asia,1997,76048996,1385.896769
Vietnam,Asia,2002,80908147,1764.456677
Vietnam,Asia,2007,85262356,2441.576404
West Bank and Gaza,Asia,1962,1133134,2198.956312
West Bank and Gaza,Asia,1967,1142636,2649.715007
West Bank and Gaza,Asia,1972,1089572,3133.409277
West Bank and Gaza,Asia,1977,1261091,3682.831494
West Bank and Gaza,Asia,1982,1425876,4336.032082
West Bank and Gaza,Asia,1987,1691210,5107.197384
West Bank and Gaza,Asia,1992,2104779,6017.654756
West Bank and Gaza,Asia,1997,2826046,7110.667619
West Bank and Gaza,Asia,2002,3389578,4515.487575
West Bank and Gaza,Asia,2007,4018332,3025.349798
"Yemen, Rep.",Asia,1962,6120081,825.6232006
"Yemen, Rep.",Asia,1967,6740785,862.4421463
"Yemen, Rep.",Asia,1972,7407075,1265.047031
"Yemen, Rep.",Asia,1977,8403990,1829.765177
"Yemen, Rep.",Asia,1982,9657618,1977.55701
"Yemen, Rep.",Asia,1987,11219340,1971.741538
"Yemen, Rep.",Asia,1992,13367997,1879.496673
"Yemen, Rep.",Asia,1997,15826497,2117.484526
"Yemen, Rep.",Asia,2002,18701257,2234.820827
"Yemen, Rep.",Asia,2007,22211743,2280.769906
Zambia,Africa,1962,3421000,1452.725766
Zambia,Africa,1967,3900000,1777.077318
Zambia,Africa,1972,4506497,1773.498265
Zambia,Africa,1977,5216550,1588.688299
Zambia,Africa,1982,6100407,1408.678565
Zambia,Africa,1987,7272406,1213.315116
Zambia,Africa,1992,8381163,1210.884633
Zambia,Africa,1997,9417789,1071.353818
Zambia,Africa,2002,10595811,1071.613938
Zambia,Africa,2007,11746035,1271.211593
Zimbabwe,Africa,1962,4277736,527.2721818
Zimbabwe,Africa,1967,4995432,569.7950712
Zimbabwe,Africa,1972,5861135,799.3621758
Zimbabwe,Africa,1977,6642107,685.5876821
Zimbabwe,Africa,1982,7636524,788.8550411
Zimbabwe,Africa,1987,9216418,706.1573059
Zimbabwe,Africa,1992,10704340,693.4207856
Zimbabwe,Africa,1997,11404948,792.4499603
Zimbabwe,Africa,2002,11926563,672.0386227
Zimbabwe,Africa,2007,12311143,469.7092981
